1	0	0	4	8	0	0	0	0
1	1	1	4	9	0	1	0	0
1	2	2	4	10	0	2	0	0
1	3	3	4	11	0	3	0	0
1	4	4	4	12	0	4	0	0
1	5	5	4	13	0	5	0	0
1	6	6	4	14	0	6	0	0
1	7	7	4	15	0	7	0	0
2	0	8	4	8	1	8	0	0
2	1	9	4	9	1	9	0	0
2	2	10	4	10	1	10	0	0
2	3	11	4	11	1	11	0	0
2	4	12	4	12	1	12	0	0
2	5	13	4	13	1	13	0	0
2	6	14	4	14	1	14	0	0
2	7	15	4	15	1	15	0	0
3	0	16	5	8	0	0	0	0
3	1	17	5	9	0	1	0	0
3	2	18	5	10	0	2	0	0
3	3	19	5	11	0	3	0	0
3	4	20	5	12	0	4	0	0
3	5	21	5	13	0	5	0	0
3	6	22	5	14	0	6	0	0
3	7	23	5	15	0	7	0	0
4	0	24	5	8	1	8	0	0
4	1	25	5	9	1	9	0	0
4	2	26	5	10	1	10	0	0
4	3	27	5	11	1	11	0	0
4	4	28	5	12	1	12	0	0
4	5	29	5	13	1	13	0	0
4	6	30	5	14	1	14	0	0
4	7	31	5	15	1	15	0	0
5	0	32	6	8	2	16	0	0
5	1	33	6	9	2	17	0	0
5	2	34	6	10	2	18	0	0
5	3	35	6	11	2	19	0	0
5	4	36	6	12	2	20	0	0
5	5	37	6	13	2	21	0	0
5	6	38	6	14	2	22	0	0
5	7	39	6	15	2	23	0	0
6	0	40	6	8	3	24	0	0
6	1	41	6	9	3	25	0	0
6	2	42	6	10	3	26	0	0
6	3	43	6	11	3	27	0	0
6	4	44	6	12	3	28	0	0
6	5	45	6	13	3	29	0	0
6	6	46	6	14	3	30	0	0
6	7	47	6	15	3	31	0	0
7	0	48	7	8	2	16	0	0
7	1	49	7	9	2	17	0	0
7	2	50	7	10	2	18	0	0
7	3	51	7	11	2	19	0	0
7	4	52	7	12	2	20	0	0
7	5	53	7	13	2	21	0	0
7	6	54	7	14	2	22	0	0
7	7	55	7	15	2	23	0	0
8	0	56	7	8	3	24	0	0
8	1	57	7	9	3	25	0	0
8	2	58	7	10	3	26	0	0
8	3	59	7	11	3	27	0	0
8	4	60	7	12	3	28	0	0
8	5	61	7	13	3	29	0	0
8	6	62	7	14	3	30	0	0
8	7	63	7	15	3	31	0	0
9	0	64	8	8	4	32	0	0
9	1	65	8	9	4	33	0	0
9	2	66	8	10	4	34	0	0
9	3	67	8	11	4	35	0	0
9	4	68	8	12	4	36	0	0
9	5	69	8	13	4	37	0	0
9	6	70	8	14	4	38	0	0
9	7	71	8	15	4	39	0	0
10	0	72	8	8	5	40	0	0
10	1	73	8	9	5	41	0	0
10	2	74	8	10	5	42	0	0
10	3	75	8	11	5	43	0	0
10	4	76	8	12	5	44	0	0
10	5	77	8	13	5	45	0	0
10	6	78	8	14	5	46	0	0
10	7	79	8	15	5	47	0	0
11	0	80	9	8	4	32	0	0
11	1	81	9	9	4	33	0	0
11	2	82	9	10	4	34	0	0
11	3	83	9	11	4	35	0	0
11	4	84	9	12	4	36	0	0
11	5	85	9	13	4	37	0	0
11	6	86	9	14	4	38	0	0
11	7	87	9	15	4	39	0	0
12	0	88	9	8	5	40	0	0
12	1	89	9	9	5	41	0	0
12	2	90	9	10	5	42	0	0
12	3	91	9	11	5	43	0	0
12	4	92	9	12	5	44	0	0
12	5	93	9	13	5	45	0	0
12	6	94	9	14	5	46	0	0
12	7	95	9	15	5	47	0	0
13	0	96	10	7	0	48	0	0
13	1	97	10	6	0	49	0	0
13	2	98	10	5	0	50	0	0
13	3	99	10	4	0	51	0	0
13	4	100	10	3	0	52	0	0
13	5	101	10	2	0	53	0	0
13	6	102	10	1	0	54	0	0
13	7	103	10	0	0	55	0	0
14	0	104	10	7	1	56	0	0
14	1	105	10	6	1	57	0	0
14	2	106	10	5	1	58	0	0
14	3	107	10	4	1	59	0	0
14	4	108	10	3	1	60	0	0
14	5	109	10	2	1	61	0	0
14	6	110	10	1	1	62	0	0
14	7	111	10	0	1	63	0	0
15	0	112	11	7	0	48	0	0
15	1	113	11	6	0	49	0	0
15	2	114	11	5	0	50	0	0
15	3	115	11	4	0	51	0	0
15	4	116	11	3	0	52	0	0
15	5	117	11	2	0	53	0	0
15	6	118	11	1	0	54	0	0
15	7	119	11	0	0	55	0	0
16	0	120	11	7	1	56	0	0
16	1	121	11	6	1	57	0	0
16	2	122	11	5	1	58	0	0
16	3	123	11	4	1	59	0	0
16	4	124	11	3	1	60	0	0
16	5	125	11	2	1	61	0	0
16	6	126	11	1	1	62	0	0
16	7	127	11	0	1	63	0	0
17	0	128	12	7	2	64	0	0
17	1	129	12	6	2	65	0	0
17	2	130	12	5	2	66	0	0
17	3	131	12	4	2	67	0	0
17	4	132	12	3	2	68	0	0
17	5	133	12	2	2	69	0	0
17	6	134	12	1	2	70	0	0
17	7	135	12	0	2	71	0	0
18	0	136	12	7	3	72	0	0
18	1	137	12	6	3	73	0	0
18	2	138	12	5	3	74	0	0
18	3	139	12	4	3	75	0	0
18	4	140	12	3	3	76	0	0
18	5	141	12	2	3	77	0	0
18	6	142	12	1	3	78	0	0
18	7	143	12	0	3	79	0	0
19	0	144	13	7	2	64	0	0
19	1	145	13	6	2	65	0	0
19	2	146	13	5	2	66	0	0
19	3	147	13	4	2	67	0	0
19	4	148	13	3	2	68	0	0
19	5	149	13	2	2	69	0	0
19	6	150	13	1	2	70	0	0
19	7	151	13	0	2	71	0	0
20	0	152	13	7	3	72	0	0
20	1	153	13	6	3	73	0	0
20	2	154	13	5	3	74	0	0
20	3	155	13	4	3	75	0	0
20	4	156	13	3	3	76	0	0
20	5	157	13	2	3	77	0	0
20	6	158	13	1	3	78	0	0
20	7	159	13	0	3	79	0	0
21	0	160	14	7	4	80	0	0
21	1	161	14	6	4	81	0	0
21	2	162	14	5	4	82	0	0
21	3	163	14	4	4	83	0	0
21	4	164	14	3	4	84	0	0
21	5	165	14	2	4	85	0	0
21	6	166	14	1	4	86	0	0
21	7	167	14	0	4	87	0	0
22	0	168	14	7	5	88	0	0
22	1	169	14	6	5	89	0	0
22	2	170	14	5	5	90	0	0
22	3	171	14	4	5	91	0	0
22	4	172	14	3	5	92	0	0
22	5	173	14	2	5	93	0	0
22	6	174	14	1	5	94	0	0
22	7	175	14	0	5	95	0	0
23	0	176	15	7	4	80	0	0
23	1	177	15	6	4	81	0	0
23	2	178	15	5	4	82	0	0
23	3	179	15	4	4	83	0	0
23	4	180	15	3	4	84	0	0
23	5	181	15	2	4	85	0	0
23	6	182	15	1	4	86	0	0
23	7	183	15	0	4	87	0	0
24	0	184	15	7	5	88	0	0
24	1	185	15	6	5	89	0	0
24	2	186	15	5	5	90	0	0
24	3	187	15	4	5	91	0	0
24	4	188	15	3	5	92	0	0
24	5	189	15	2	5	93	0	0
24	6	190	15	1	5	94	0	0
24	7	191	15	0	5	95	0	0
